Unnamed: 0,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
1323,JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
1324,JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,SUV,7,23.0,28.0,25.0,7,yes
1325,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,20.0,22.0,21.0,6,yes
1326,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21.0,24.0,22.0,6,yes
1327,JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,SUV,7,22.0,27.0,24.0,7,yes
1333,JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
1334,JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,SUV,7,16.0,21.0,18.0,5,no
1335,JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,SUV,7,15.0,19.0,16.0,4,no
1336,JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,19.0,17.0,4,no
1341,KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,19.0,5,no
1343,KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
1344,KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
1347,KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,small car,7,25.0,35.0,29.0,8,yes
1348,KIA Rio,1.6,4,Man-5,2WD,Gasoline,small car,7,27.0,32.0,29.0,8,yes
1351,KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,station wagon,7,19.0,26.0,22.0,6,yes
1352,KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,station wagon,7,18.0,26.0,21.0,6,yes
1355,KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
1359,KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
1360,KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
1361,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,24.0,32.0,27.0,8,yes
1362,KIA Spectra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,23.0,30.0,26.0,8,yes
1363,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,24.0,32.0,27.0,8,yes
1366,KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,25.0,21.0,6,yes
1367,KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
1368,KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
1374,KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,17.0,23.0,20.0,6,no
1375,KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,21.0,19.0,5,no
1378,LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,small car,6,10.0,17.0,13.0,1,no
1379,LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
1382,LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,small car,6,10.0,15.0,12.0,0,no
1383,LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
1386,LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,small car,6,8.0,13.0,10.0,0,no
1387,LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
1389,LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
1392,LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,small car,6,8.0,13.0,10.0,0,no
1393,LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
1394,LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,16.0,23.0,18.0,5,no
1396,LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,17.0,14.0,2,no
1399,LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
1401,LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
1402,LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,18.0,15.0,3,no
1404,LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
1406,LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19.0,27.0,22.0,6,yes
1408,LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,midsize car,7,18.0,25.0,20.0,6,yes
1409,LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19.0,27.0,22.0,6,yes
1412,LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,small car,9,22.0,25.0,23.0,7,yes
1414,LEXUS GS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,17.0,24.0,20.0,6,yes
1416,LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14.0,18.0,15.0,3,no
1418,LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
1419,LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,small car,7,20.0,26.0,22.0,6,yes
1420,LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
1424,LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,small car,7,18.0,25.0,20.0,6,yes
1426,LEXUS LS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
1428,LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
1430,LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,midsize car,9,20.0,22.0,21.0,6,yes
1432,LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
1434,LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,18.0,23.0,20.0,6,yes
1435,LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18.0,23.0,20.0,6,yes
1436,LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
1437,LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
1442,LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,SUV,9,27.0,24.0,25.0,7,yes
1443,LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,SUV,9,26.0,24.0,25.0,7,yes
1446,LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,small car,6,16.0,23.0,19.0,5,no
1448,LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16.0,24.0,19.0,5,no
1449,LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
1452,LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,17.0,24.0,19.0,5,no
1453,LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,18.0,28.0,22.0,6,yes
1458,LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,12.0,16.0,14.0,2,no
1459,LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
1462,LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
1468,LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6,20.0,26.0,22.0,6,no
1469,LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,small car,6,21.0,27.0,23.0,7,no
1472,LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6,20.0,26.0,22.0,6,no
1473,LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,small car,6,21.0,27.0,23.0,7,no
1475,MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,small car,6,14.0,21.0,17.0,4,no
1477,MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,large car,6,13.0,19.0,15.0,3,no
1478,MAZDA 3,2.0,4,Auto-S4,2WD,Gasoline,small car,9.5,23.0,31.0,26.0,8,yes
1479,MAZDA 3,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24.0,32.0,27.0,8,yes
1480,MAZDA 3,2.3,4,Auto-S5,2WD,Gasoline,small car,9.5,22.0,29.0,24.0,7,yes
1481,MAZDA 3,2.3,4,Man-5,2WD,Gasoline,small car,9.5,22.0,29.0,25.0,7,yes
1482,MAZDA 3,2.3,4,Man-6,2WD,Gasoline,midsize car,7,18.0,26.0,20.0,6,yes
1490,MAZDA 5,2.3,4,Auto-S5,2WD,Gasoline,minivan,6,21.0,27.0,23.0,7,yes
1491,MAZDA 5,2.3,4,Man-5,2WD,Gasoline,minivan,6,22.0,28.0,24.0,7,yes
1492,MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,midsize car,9.5,21.0,28.0,24.0,7,yes
1493,MAZDA 6,3.0,6,Man-5,2WD,Gasoline,midsize car,7,17.0,25.0,20.0,6,yes
1494,MAZDA 6,3.0,6,Auto-S6,2WD,Gasoline,midsize car,7,18.0,25.0,20.0,6,yes
1497,MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6,21.0,28.0,24.0,7,yes
1498,MAZDA 6,2.3,4,Man-5,2WD,Gasoline,midsize car,6,21.0,29.0,24.0,7,yes
1501,MAZDA B2300,2.3,4,Auto-L5,2WD,Gasoline,pickup,7,19.0,24.0,21.0,6,yes
1502,MAZDA B2300,2.3,4,Man-5,2WD,Gasoline,pickup,7,21.0,26.0,23.0,7,yes
1505,MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15.0,20.0,17.0,4,no
1513,MAZDA B4000,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,15.0,20.0,17.0,4,no
1514,MAZDA B4000,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,14.0,17.0,15.0,3,no
1515,MAZDA B4000,4.0,6,Man-5,4WD,Gasoline,pickup,6,15.0,19.0,16.0,4,no
1518,MAZDA CX-7,2.3,4,Auto-S6,2WD,Gasoline,SUV,6,17.0,23.0,19.0,5,no
1519,MAZDA CX-7,2.3,4,Auto-S6,4WD,Gasoline,SUV,6,16.0,22.0,18.0,5,no
1520,MAZDA CX-9,3.7,6,Auto-S6,2WD,Gasoline,SUV,7,16.0,22.0,18.0,5,no
1521,MAZDA CX-9,3.7,6,Auto-S6,4WD,Gasoline,SUV,7,15.0,21.0,17.0,4,no
1524,MAZDA MX-5,2.0,4,Auto-S6,2WD,Gasoline,small car,7,20.0,27.0,23.0,7,yes
1525,MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,small car,7,21.0,28.0,24.0,7,yes
1526,MAZDA MX-5,2.0,4,Man-5,2WD,Gasoline,small car,7,22.0,27.0,24.0,7,yes
1532,MAZDA RX-8,1.3,2,Man-6,2WD,Gasoline,small car,6,16.0,22.0,18.0,5,no
1533,MAZDA RX-8,1.3,2,Auto-S6,2WD,Gasoline,small car,6,16.0,23.0,19.0,5,no
1534,MAZDA Tribute,2.3,4,Man-5,2WD,Gasoline,SUV,7,22.0,28.0,24.0,7,yes
1538,MAZDA Tribute,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20.0,26.0,22.0,6,no
1539,MAZDA Tribute,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19.0,24.0,21.0,6,no
1542,MAZDA Tribute,3.0,6,Auto-L4,2WD,Gasoline,SUV,6,18.0,24.0,20.0,6,no
1543,MAZDA Tribute,3.0,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,22.0,19.0,5,no
1544,MAZDA Tribute Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9,yes
1545,MAZDA Tribute Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8,yes
1552,MERCEDES-BENZ CL550,5.5,8,Auto-L7,2WD,Gasoline,small car,7,14.0,21.0,17.0,4,no
1555,MERCEDES-BENZ CL600,5.5,12,Auto-L5,2WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
1557,MERCEDES-BENZ CL63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,11.0,18.0,14.0,2,no
1559,MERCEDES-BENZ CL65 AMG,5.5,12,Auto-S5,2WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
1565,MERCEDES-BENZ CLK63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12.0,19.0,14.0,2,no
1567,MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
1570,MERCEDES-BENZ CLS63 AMG,6.2,8,Auto-S7,2WD,Gasoline,small car,6,12.0,18.0,14.0,2,no
1572,MERCEDES-BENZ E350,3.5,6,Auto-L7,2WD,Gasoline,midsize car,9.5,17.0,24.0,19.0,5,no
1576,MERCEDES-BENZ E550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,midsize car,7,13.0,19.0,16.0,4,no
1579,MERCEDES-BENZ E63 AMG,6.2,8,Auto-S7,2WD,Gasoline,midsize car,6,12.0,19.0,15.0,3,no
1581,MERCEDES-BENZ E63 AMG Wagon,6.2,8,Auto-S7,2WD,Gasoline,station wagon,6,12.0,18.0,14.0,2,no
1583,MERCEDES-BENZ G500,5.0,8,Auto-L7,4WD,Gasoline,SUV,6,12.0,15.0,13.0,1,no
1585,MERCEDES-BENZ G55 AMG,5.4,8,Auto-L5,4WD,Gasoline,SUV,6,11.0,13.0,12.0,0,no
1587,MERCEDES-BENZ GL450 4Matic,4.6,8,Auto-L7,4WD,Gasoline,SUV,7,13.0,18.0,15.0,3,no
1589,MERCEDES-BENZ GL550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,SUV,7,13.0,17.0,14.0,2,no
